,title,idNum,IPCNum,description
250,一种家用心电检测仪,CN105342601A,A61B5/0402,本发明公开了一种家用心电检测仪，包括壳体、心电测量电极和心电检测电路板；心电检测电路板包括放大器A1、放大器A2、MCU单片机、电源管理模块、缓存器、MicroSD卡和无线蓝牙模块；心电测量电极采集的心电信号输入放大器A1，心电测量电极的两信号相加后输入放大器A2，放大器A2放大后的信号作为右腿驱动电压反馈到输入端；放大器A1放大后的信号经A/D转换成数字心电信号并由MCU单片机内部的数据处理模块进行滤波处理；无线蓝牙模块将心电数据传输到接收终端。该检测仪体积小，重量轻、携带方便；可实现无线传输功能，可以将心电数据实时传输到手机、平板等终端上，然后通过手机、平板等终端查看心电波形，发送给远程的医生，进行远程诊断。
251,一种基于移动平台的全景拍摄系统及方法,CN105376471A,H04N5/225; H04N5/232; H04M1/02; H04M1/725,本发明公开了一种基于移动平台的全景拍摄方法，包括：打开前置相机和后置相机；读取前置相机和后置相机拍摄的图片或视频流以及实时的预览视频流；对两路图像分别作处理，包括图像矫正，色彩调整，噪点消除，曝光及对比度调整；图像特征点的提取、筛选及匹配；图像配准、拼接、融合；全景图像及视频的压缩及存储；图像渲染显示到手机屏幕上。系统包括：两个鱼眼镜头和一个加固机构；两个鱼眼镜头通过加固机构安装在手机或者平板的前置摄像头和后置摄像头上。本发明提出了一种基于移动平台拍摄全景图像以及视频的方法，较好地解决了现有全景拍摄方法存在成本高、拍摄过程繁琐、需要独立拍摄设备、无法录制全景视频的问题。
252,用于牙科手机的防尘结构,CN105380718A,A61C1/16,提供一种用于牙科手机的防尘结构，具有机头壳，机头壳内设有机芯，机芯主要包括机芯涡轮以及由机芯涡轮带动旋转的机芯大轴，所述机芯大轴通过轴承件支撑于机头壳内，轴承件包括前端轴承和后端轴承，所述机头壳内制有凹槽Ⅰ，且凹槽Ⅰ设于前端轴承的下方，凹槽Ⅰ内设有防尘盖，所述防尘盖为中空柱状件，且其中空内壁与机芯大轴外壁紧密适配，防尘盖的外部制有开口向下用于更改回吸路径的凹槽Ⅱ。本发明结构简单，易于实现，通过防尘盖以及凹槽Ⅰ解决了前端轴承的污染磨损问题，较现有技术具有更加稳定耐用的特性，客观上延长了手机的使用寿命。
253,智能基础体温计、体温量测系统及量测方法,CN105380616A,A61B5/01; A61B10/00,本发明公开了一种智能基础体温计、体温量测系统及量测方法，该体温计包括：红外传感器，用于采集人体体温，并将采集的数据传送至单片机；单片机，对接收到的体温数据进行处理后，驱动显示单元显示体温数据，并通过通讯单元将体温数据发送至智能手机端；显示单元，用于显示体温数据；通讯单元，用于智能基础体温计与智能手机端的无线通信，本发明无需接触也不再需要耗费太多时间来获取体温值，并配合智能手机端实现基础体温的实时监控和记录，通过记忆曲线可查近期的体温变化情况，方便备孕女性随时掌握排卵期的基础体温变化。
254,一种多功能手机充电壳,CN105406547A,H02J7/00; H02J7/35,"本发明公开了一种多功能手机充电壳,包括太阳能电池板、稳压电路限流保护模块、充电保护器、锂电池，开关型升压器、USB输出接口、无线充电接口、外置设备充满电检测系统和二极管。该多功能手机充电壳集传统充电模式、无线充电模式和太阳能充电模式于一体的多功能充电手机壳，运用了太阳能充电技术、高效率开关升压电源、锂电池充电保护技术、无线远程充电技术等技术；能有效增强手机的续航能力，提高手机壳的实用性；采用防辐射材料，降低了辐射的危险性；本发明手机壳体积小、便携性高，充分利用清洁无污染的太阳能，实现了手机充电的随意性；本发明充电模式多样化，不仅美观，而且提高人们生活水平。"
255,车包,CN105329352A,B62J9/00,本发明涉及一种车包，包括车包本体和车包固定座，所述车包本体的两侧设有外粘接带，所述车包固定座，包括兜部、第一连接部、第二连接部，所述兜部内两侧侧壁上分别设有内粘接带，兜部内侧底壁设有第一连接部，兜部内侧前壁上第二连接部，车包本体置于兜部内，并且通过其两侧的外粘接带与兜部内两侧的内粘接带粘接。本发明具有结构合理，使用方便，方便用户快速折装车包；兜部可以更好的保护车包。
256,基于物联网的油井注氮机监控系统,CN105334829A,G05B19/418,本发明适用于油田开采技术领域，特别是涉及一种基于物联网的油井注氮机监控系统。其包括：油井注氮机；连接于油井注氮机用于采集其工作指标参数的感应器；连接于感应器用于处理该工作指标参数的控制器；连接于控制器以传输已处理的工作指标参数的通信模块；与通信模块互联用以监控油井注氮机工作状态的中央控制计算机；与中央控制计算机互联用以查询油井注氮机监控结果的移动终端。通过各类传感器采集油井注氮机的各个工作指标参数，控制器将接收的各个工作指标参数数模转换经处理后，通过通信模块发送至中央控制计算机显示，便于及时准确的监测各个油井注氮机，根据各个油井注氮机的工作状态，安排油田的日常运转和运营调度。
257,电梯召梯通信系统,CN105347125A,B66B1/06,本发明涉及一种电梯召梯通信系统，包括电梯控制装置、发射可见光的发光体、具有可见光发射与接收模块的便携式终端、接收便携式终端发出的可见光信号的接收器、与电梯控制装置、发光体、便携式终端和接收器电性连接的光通信控制器，光通信控制器具有光通讯控制电路以及控制发光体工作的照明电路，发光体和接收器均设于电梯轿厢内。本发明光通信控制器通过发光体和接收器实现对乘客便携式终端发过来的信息进行接收、识别、分离和传输，从而实现电梯的运行指令输送、乘客个人身份识别、大楼信息系统信息交互和互联网连接，为乘客提供高速、节能、环保和便利的通信。
258,一种折叠式多功能夹持器,CN105345804A,B25J1/02; B25F1/00,本发明公开了一种折叠式多功能夹持器，包括求生组件、主伸缩杆、偏心锁、次伸缩杆、夹持模块、控制线和偏心铰链。求生组件的前端与主伸缩杆的后端通过螺纹相连接，主伸缩杆与次伸缩杆之间通过偏心锁相连接，次伸缩杆的前端与夹持模块通过偏心铰链相连接，控制线的后端置于主伸缩杆和次伸缩杆内。主伸缩杆与次伸缩杆均具有三级伸缩功能，且主伸缩杆与次伸缩杆可绕偏心锁的轴线旋转折叠；夹持模块的卡套内可装磁卡，卡套外可通过纳米微吸胶临时固定手机等设备；求生组件内设有攻击锤、刀针组件和激光手电。本发明集刷卡延长器、车底检查器、自拍杆、野外求生工具于一体，具有作业空间大、结构紧凑、功能多、携带与使用方便等特点。
259,一种用户身份识别卡盒,CN105356898A,H04B1/3816; H04W8/20,本公开公开了一种用户身份识别卡盒，属于通信领域。所述用户身份识别卡盒包括m个卡槽，通信模块和控制模块，m为大于或等于1的整数，m个卡槽中的每个卡槽中设有信号端子，控制模块分别与通信模块和每个卡槽中的信号端子连接；每个卡槽中的信号端子分别用于与插入在每个卡槽中的SIM卡的金属端子接触连接；控制模块通过通信模块接收移动终端发送的通信指令，对一个SIM卡执行通信指令对应的操作，一个SIM卡位于m个卡槽中的一个卡槽内。本公开通过将SIM卡置于SIM卡盒内，在满足用户使用要求的同时节省了手机上布置SIM卡槽的布板面积；如果用户的手机丢失，SIM卡不会丢失，防止了用户的重要信息丢失。
260,移动设备的装饰圈组件及具有其的移动设备,CN105346067A,B29C65/02; H04M1/02,本发明公开一种移动设备的装饰圈组件及具有其的移动设备。装饰圈组件包括：金属装饰圈，金属装饰圈包括底盘和环形的周壁，底盘上形成有通孔，周壁连接在底盘的外周壁上，周壁的顶部形成有向外延伸的翻边；塑料装饰圈，金属装饰圈和塑料装饰圈为独立成型件，成型后的塑料装饰圈外套在周壁上。本发明的移动设备的装饰圈组件，不但结构简单，而且避免了相关技术中的因塑料装饰圈和金属装饰圈模内注塑成型造成的外观不良，有利于提高装饰圈组件的良率，从而在一定程度上降低成本，而且金属装饰圈和塑料装饰圈的单独成型可以不受模内注塑工艺的限制，有利于做出外观精致的装饰圈组件。
261,一种老人健康智能监护系统,CN105354431A,G06F19/00,本发明提供一种老人智能健康监护系统，包括便携的生理参数监测终端组和位置数据传输中继模块、服务器与移动设备客户端。生理参数监测终端组由一个或多个不同的小型生理参数监测终端组成，监测数据通过蓝牙发送给位置数据传输中继模块；位置数据传输中继模块、服务器和移动设备客户端三者通过移动通信方式形成相互的数据通信；本发明利用微型传感器件，结合当前的物联网和互联网资源，实现了对老人的身体特征的无人实时监护，并能在第一时间监测到老人突发疾病，从而可以提供最快的医疗救护，提高老人的生活质量。该系统具有结构合理，易使用，免维护，扩展性好等优点。
262,信用卡在线交易防伪的系统及其方法,CN105354708A,G06Q20/34; G06Q20/38; G06Q20/40,本发明为一种信用卡在线交易防伪系统及其方法，系统包括在线交易防伪系统，在线交易防伪系统联机在消费者电子商务端与验证、授权单位端之间，在线交易防伪系统与验证、授权单位端可依据信用卡的不同交易风险级别，以执行相对应的认证或相对应的认证与授权，在线交易防伪系统包括多元信息认证模块、认证手机实时身份认证模块、数据库，以及消费行为分析模块，消费行为分析模块分析数据库中持卡消费者历史消费记录，判断交易风险级别，启动多元信息认证模块或认证手机实时身份认证模块以对应不同认证机制，以达到辨认信用卡在线交易的风险而减少网络商户的风险成本的功能。
263,一种收容盒,CN105342108A,A45C11/24; A45C15/00,一种收容盒。涉及办公用品领域。提供了一种结构简单、使用方便，可有效收纳规整办公用品的收容盒。包括盒体，所述盒体顶面上开设有键槽形的容置槽，所述容置槽的侧壁上设有跑道状的胀紧圈，所述胀紧圈由柔性材料制成、且胀紧圈的外壁与所述容置槽的内壁固定连接。本发明使用时可将一些常用的办公用品直接插在胀紧圈内，如手机、笔、尺等，通过由柔性材料制成的胀紧圈简单、有效的卡住此类常用的办公用品，从而有效的收纳规整办公桌上的办公用品，进而起到调整人们工作情绪、提高工作效率的效果。
264,移动终端的屏幕亮度调整方法、系统及移动终端,CN105355188A,G09G5/10,本发明提出一种移动终端的屏幕亮度调整方法、系统及移动终端，其中，该方法包括：检测移动终端是否处于手动亮度调节模式；如果是，则比较当前的环境光强度与当前的屏幕亮度对应的极限光强度，其中，手动亮度调节模式中每个屏幕亮度对应于一个极限光强度；如果当前的环境光强度大于当前的屏幕亮度对应的极限光强度，则控制移动终端由手动亮度调节模式转换至自动亮度调节模式。根据本发明的移动终端的屏幕亮度调整方法，可以避免手动亮度调节模式下设定好屏幕亮度在环境光强度变化至很高时无法满足用户需求，从而避免用户看不清屏幕而引起不满和抱怨，提升了移动终端的使用体验。
265,一种家用便捷智能闹钟终端,CN105357390A,H04M1/725,本发明涉及电子设备技术领域，特别涉及一种能够通过智能手机设定，家用便捷智能闹钟终端，由终端本体、滑动开关、滑动功能键、发声装置、蓝牙模块、记忆模块、控制触发模块、电源模块组成，能够通过智能手机设定，放置在床头或者固定在床头周围，根据设置实行闹钟功能的终端。
266,一种无线SIM卡传输协议的随机接入及安全控制,CN105357769A,H04W74/00; H04W12/00,本发明属于移动通信终端领域。本发明公开了一种适用于在移动通信终端和SIM卡之间无线数据传输的随机接入及安全控制的流程和方法，使得移动通信终端和SIM卡之间通过无线传输接口能够透明而安全地传输数据。通过通信终端接口设备和智能型SIM卡卡座设备之间的随机接入信道，使得它们之间的无线数据数据信道能够及时有效地建立的同时，也节省了智能型SIM卡卡座设备的功率消耗。本发明还通过只共享于通信终端接口设备和智能型SIM卡卡座设备两端的鉴权密钥和鉴权算法，使得它们之间能够建立起安全的无线通信链路，保障了他们之间数据传输的安全。
267,一种具有智能图书馆功能的云技术应用智能家居,CN105376319A,H04L29/08,本发明为一种具有智能图书馆功能的云技术应用智能家居，其通过有线或无线的方式，将用户发出的多媒体需求信息传输给云服务器，然后借助云服务器的数据存储、分析、处理和编辑能力，搜集数据库中存储的数字图书馆的相关数据，并进行综合分析、判断和编辑，一方面，云服务器将结果形成控制指令，以有线或无线的方式反馈给信息处理器，信息处理器通过有线或无线的方式，将控制指令传输给多媒体设备，使多媒体设备按照控制指令运行另一方面，云服务器将结果反馈给用户，供用户根据实际情况选择具体的阅读方式，同时，云服务器自动存储相关的编辑、处理数据，形成档案，供用户查询使用，具有控制方便、功能强大、更加全面、专业、人性化、智能化等特点。
268,一种现场控制的安措杆升降系统,CN105370093A,E04H17/24,本发明公开了一种现场控制的安措杆升降系统，包括设置在地面以下的设备室、安措杆、第一轴承座、第二轴承座、电动机和控制单元；其有益效果是：采用自动安措杆后，人员在布置工作现场时，不需要再搬用大量的安措杆，只需要将埋在地下的自动安措杆升起即可，工作效率有明显得提升，在现在无人值守模式下的变电站，自动安措杆的使用将使工作更加便捷高效；将自动安措杆与移动设备和电脑相连接，可以远程操作安措杆的升降，这样人员就可以查看到，工作区域的整体情况，确保了安全措施的准确性；并且可以在运维人员赶赴变电站的同时，将该站的安全措施布置完成，有效的节约了时间，提高了工作效率。
269,一种全媒体在线编辑工具,CN105376502A,H04N5/262; H04N5/265; H04N5/278; H04N21/845; H04N21/8543,本发明涉及一种全媒体在线编辑工具。包括：一应用服务器：基于HTML5技术的JQuery框架，用于处理数字出版物的在线编辑，并自动生成模板；一云端服务器：用于存储应用服务器中创建，能够直接调用的模板以及用于编辑的资源，且能够基于web调用后浏览显示；一跨平台、跨终端的应用模板：模板可以在不同平台不同型号的终端自适应呈现。因此，本发明具有如下优点：（1）功能完备，利用它能够很好的实现资源的利用和重组；通过在线阅读和编辑功能可以使资源得到更充分的利用；（2）安全性好，能够实现数据可靠通信（3）系统具有可扩展性，可根据自己的需要和爱好进行选择和创作，实现资源的二次利用。
270,一种新型手机维修工作台,CN105364806A,B25H1/12,本发明提供一种新型手机维修工作台，包括支架、外壳，其特征在于还包括收集抽屉、支撑板、收集孔、盖板、清扫笔、保护胶垫、收集槽，所述支架上侧安装有外壳，所述外壳一侧连接有盖板，所述外壳侧边开设有清扫笔安装口，所述外壳侧边安装有收集抽屉和清扫笔，所述清扫笔安装在外壳侧边的清扫笔安装口处。本发明的保护胶垫安装在支撑板上后四周形成收集槽，手机修理完成后可以利用清扫笔沿收集槽对工作台进行清扫，保证了工作台的整洁。当不使用时将盖板放下，对工作台起到遮挡保护作用，不仅避免工作台受到损，也避免了粉尘的堆积，便于工作台下次使用。
271,多功能酿酒装置,CN105368678A,C12G3/12,本发明提供的一种多功能酿酒装置，包括装置本体、设置于装置本体的用于对酿酒过程进行实时监控的监控单元以及与监控单元连接的监控终端，所述装置本体包括加热锅和冷却锅，所述加热锅侧壁设置有加料口，所述冷却锅设置有冷却水管，所述冷却锅设置于加热锅上部，所述监控单元包括控制器、酒精浓度检测模块、温度传感模块、压力传感模块和通信模块，所述酒精浓度检测模块、温度传感模块和压力传感模块分别与控制器连接，所述控制器通过通信模块与监控终端连接；本发明操作简单、方便、快捷，结构简单，便于使用，密封性能好，易于加工，材料成本不高，体积小，蒸馏效果好，实时对酿酒过程进行远程监控，节能减排，高效环保。
272,远程可视化酿酒设备,CN105373096A,G05B19/418,本发明提供的一种远程可视化酿酒设备，包括装置本体、设置于装置本体的用于对酿酒过程进行实时监控的监控单元以及与监控单元连接的监控终端，所述装置本体包括加热锅和冷却锅，所述加热锅侧壁设置有加料口，所述冷却锅设置有冷却水管，所述冷却锅设置于加热锅上部，所述监控单元包括控制器、酒精浓度检测模块、温度传感模块、压力传感模块和通信模块，所述酒精浓度检测模块、温度传感模块和压力传感模块分别与控制器连接，所述控制器通过通信模块与监控终端连接；本发明操作简单、方便、快捷，结构简单，便于使用，密封性能好，易于加工，材料成本不高，体积小，蒸馏效果好，实时对酿酒过程进行远程监控，节能减排，高效环保。
273,老人无线呼吸监测床垫,CN105362017A,A61G7/05; A61B5/08,本发明公开了老人无线呼吸监测床垫，包括床垫主体，床垫主体内设有无线呼吸监测电路，无线呼吸监测电路包括应变片测量模块、一阶低通滤波电路、二阶低通滤波电路、放大电路、控制器、AD转化模块、蓝牙模块，蓝牙模块用于将呼吸频率数值发送给手机或者平板电脑，应变片测量模块连接一阶低通滤波电路，一阶低通滤波电路连接二阶低通滤波电路，二阶低通滤波电路连接放大电路，放大电路连接AD转化模块，AD转化模块和蓝牙模块都连接控制器，本发明设抗干扰能力强，大大提高了准确率；本发明的能及时查看呼吸频率数值，不需要守护在老人旁边，使用更加方便。
274,一种智能家居电视、电视系统及其控制方法,CN105392038A,H04N21/422,一种智能家居电视、电视系统及其控制方法，它包括智能电视本体和智能电视本体内安装的RF无线通信模块、远程控制终端、被控家电控制器和无线传感器模块，RF无线通信模块与智能电视本体的处理器双相连接，远程控制终端与RF无线通信模块的上行通信信号端双相连接，RF无线通信模块的下行通信信号端与被控家电控制器、无线传感器模块双相连接该智能家居电视可被控家电控制器包括照明、幕帘、空调、调光和风扇控制器中一种或多种。本发明将智能家居系统和智能电视相结合，利用智能电视的安卓操作系统和硬件平台，就能实现传统智能家居系统所能实现的所有智能家居的功能。
275,微型气象预测装置及其气象预测方法,CN105388538A,G01W1/10,本发明涉及气象预测技术，目的是为了解决现有的气象预测装置无法携带，不能满足单个用于移动情况下对天气进行实时预测分析的需求的问题。本发明提供一种微型气象预测装置包括气象数据采集模块及智能移动终端，气象数据采集模块包括能量采集及存储模块、第一蓝牙模块，智能移动终端包括定位模块、远程气象数据获取模块、处理分析模块及第二蓝牙模块，能量采集及存储模块与第一蓝牙模块连接，定位模块、远程气象数据获取模块、第二蓝牙模块与处理分析模块连接；处理分析模块根据远程气象数据获取模块获取的环境气象数据及采集的气象数据信息对当前位置的天气变化趋势进行预测。本发明适用于气象预测分析。
276,基于物联网的穿戴设备及系统,CN105380614A,A61B5/01; A61B5/02; A61B5/021; A61B5/0205; A61B5/11,本发明适用于智能穿戴技术领域，特别是涉及一种基于物联网的穿戴设备及系统。该系统包括：设置于穿戴设备内的控制器，以及连接于所述控制器以采集用户体征参数的感应器；连接于所述控制器用以传输体征参数的通信模块；与所述通信模块互联用以监控用户监控状态的中央控制计算机，与所述中央控制计算机互联用于交互用户健康状态的移动终端。通过各类传感器采集用户的体征参数，根据监控的体征参数轻松了解穿戴者的身体状态，当穿戴者的身体状态出现状况，可根据穿戴者情况及时相应报警信号，降低穿戴者的监控成本，达到精确监控的目的。
277,一种通用集成展现技术在多系统集成中的应用方法,CN105389153A,G06F3/14,本发明提供一种通用集成展现技术在多系统集成中的应用方法，包括：分布式部署的原子的集成：针对多个信息应用系统中的展示原子进行统一集成展现；多终端操作控制：可使用手机、平板、电脑、激光笔等终端进行控制，并可进行解说词提示；展示项目的自由切换：可以针对制定的屏幕根据需要灵活切换展示项目，展示原子与页面美化背景分离：本发明使用层级显示技术使背景和展示原子的分离，减少界面开发工作量以及后期需求变动的开发成本，支持按照约定规则自动替换展示原子背景实现展示原子和背景的无缝集成展现。
278,一种以物联网为基础的安全生产监控系统,CN105388870A,G05B19/418; H04N7/18,本发明公开了一种以物联网为基础的安全生产监控系统，包括隐患点监测层、信息传输层和综合服务层，基于物联网技术，集物理量和电气量数字采集、监测监控、越限报警和高清视频联动为一体，将园区中各个企业的安全隐患的位置、设施、关键点等进行集中联网控制和处理，实现了无人值守，实时全天候动态自动监测监控，自动处理预警报警信息，从而解决了产业园区生产安全分散不易监控的难题，大大提高了生产安全的集中监控、集中处理效率，能够为企业的生产活动保驾护航，预防重大生产事故发生。
279,均布荷载增压装置、三维边坡破坏模型试验装置和方法,CN105388067A,G01N3/10; G01N3/02; G01B11/16,本发明公开了一种均布荷载增压装置、三维边坡破坏模型试验装置和方法，属于用机械应力测试固体材料的强度特性技术领域。该增压装置包括平板、施力单元、增压机构，施力单元用于施加作用点在平板上的作用力，平板直接接触作用力的承载物，增压机构用于增加承载物能够对外施加的力的大小。该试验装置基于该增压装置而实现。该试验方法基于该试验装置而实现。该增压装置能够使得荷载均布，再进一步通过增压机构使该承载物能够对外施加的力的大小增加时，能够使该增加的荷载也均布。该试验装置和方法测试后得到的加载部位破坏过程中的试验结果更接近现实场景，能够为相关的工程设计提供更加精准的理论依据。
280,基于电子标签的防落东西智能提醒装置及方法,CN105389607A,G06K17/00,一种基于电子标签的防落东西智能提醒装置，用于智能检测用户穿门而过时是否忘带物品并提示报警，包括射频识别读写单元和射频识别电子标签，射频识别读写单元固定安装在门上，包括RFID射频部、控制部以及天线，其特征在于：还包括语音提醒单元，同控制部连接，用来接受指令并语音提醒用户出门时忘带的东西名称；其中，射频识别电子标签黏贴在用户出门时带的物品上，控制部用来储存控制程序和数据并发出控制指令，天线作为发射和接收的媒介用来发射和接收电磁信号，射频识别读写单元还包括同用户持有的智能通信终端通信的通信部，射频识别电子标签内写有物品名称、物主信息，用来识别物品名和该物的归属。
281,一种基于云计算服务的智能家居系统,CN105391606A,H04L12/28; H04L29/08,本发明公开了一种基于云计算服务的智能家居系统，属于智能家居及物联网技术领域。本智能家居系统包括家电控制系统、安防报警系统、社区服务系统、门禁系统、可视对讲系统、云服务器、信息处理器、移动终端和智能网关，所述家电控制系统、安防报警系统、社区服务系统、门禁系统、可视对讲系统分别通过智能网关与云服务器相连，移动终端和信息处理器分别与云服务器相连。本发明利用云计算服务器强大的存储能力和计算能力，将家庭家居设备的实时运行数据和环境的实时监控数据进行上传，用户利用个人移动终端，根据云终端对各种数据的分析和处理结果，实现对家居情况的实时了解和远程控制。
282,智能停车系统,CN105390022A,G08G1/14,本发明是涉及一种智能停车系统。其包括：安装于车位以确定该车位是否停车的地磁传感器和超声波传感器，与所述磁感应器、超声波传感器均相连的控制器，连接于所述控制器用以获取停车位上车辆车牌号的摄像头，连接于所述控制器传输识别信息的通信模块，连接于所述通信模块管理车位信息的中央控制计算机，与所述中央控制计算机互联用于获取车位信息的移动终端。将剩余车位信息已图表和地理位置方位的方式呈现给用户，用户可通过移动终端查询相应车位信息，使用户在未达到目的地时，便可精确了解车位信息，不仅减少时间、提高了车位的利用率，同时，相应地减少了上路上交通拥堵。
283,基于体感感应器的温室省力化自动跟随作业平台,CN105404299A,G05D1/02,本发明公开了一种基于体感感应器的温室省力化自动跟随作业平台，其特征在于，包括六个部分：图像采集装置、图像处理和数据处理模块、省力化运输平台控制器、省力化运输平台执行装置、遥控控制装置和辅助设备；其中，图像采集装置、图像处理和数据处理模块、省力化运输平台控制器全部安装于省力化运输平台执行装置的运输小车上；本发明采用骨骼追踪和深度图像结合，得到省力化平台与最近操作者之间的距离和周围场景的障碍物信息，根据障碍物高度和长度选择避障方式。
284,迷你手机(H3),CN303617893S,G05D1/02,1．本外观设计产品的名称：迷你手机(H3)。2．本外观设计产品的用途：本外观设计产品用于通讯，可通过蓝牙与手机相连，达到拨号功能，并具有计算器功能。3．本外观设计产品的设计要点：产品的外形设计。4．最能表明本外观设计设计要点的图片或照片：主视图。5．省略视图：立体图，无设计要点。
285,一种具有音箱功能的充电桌,CN205105377U,H04R1/20; H02J7/00; H02J50/00,本实用新型涉及无线充电领域，尤其涉及一种具有音箱功能的充电桌，包括桌架、面板、无线充电座和桌脚，所述的桌架为中空且无顶盖的箱体，所述桌架内设有若干无线充电座且安装方式为可拆卸式安装，所述桌架内设有喇叭，所述桌架顶部设有面板，所述面板通过合页与桌架连接，所述面板顶面还配合无线充电座设有标志区，本实用新型通过将桌架掏空成共鸣腔，使得充电桌具有了音箱的功能，音箱可以和外部的手机之间通过蓝牙连接，手机充电时可直接通过音箱播放歌曲，另外通过将无线充电座可拆卸式的安装在桌架内，维修时只需开启面板即可拿出无线充电座进行进一步维修，无线充电座不嵌入面板内，不会产生散热问题。
286,一种电动座椅的调节系统,CN205097990U,B60N2/23; B60N2/48,本新型提供了一种电动座椅的调节系统，包括头枕调节装置和座椅调节装置，头枕调节装置和座椅调节装置分别设置有第一驱动装置和第二驱动装置，第一驱动装置和第二驱动装置均设置有步进电机；在座椅部上还设置有能接收外界信号的信号接收器，信号接收器通过控制系统与第一驱动装置和第二驱动装置连接，实现了利用其他控制端例如手机APP来对头枕和座椅进行调节的目的，相比现有技术，本新型使用更方便。
287,手机用充电转换器,CN105428945A,H01R31/06; H02J7/02,本发明公开了一种手机用充电转换器，设置有两根金属线，金属线的一端分别接触电池的充电端，另一端分别连接有针筒状充电插座，两根金属线及其针筒状充电插座之间包覆有绝缘材料；本发明手机无需断电关机就能方便的完成充电任务，而且使用一个充电器就能完成对所有的手机电池充电的任务。
288,一种带USB充电功能的为苹果iWatch充电时放置的支架,CN205104951U,H02J7/00,本实用新型公开了一种带USB充电功能的为苹果IWatch充电时放置的支架，包括放置座、支架主体和底座，其特征是，所述放置座包括放置座外壳、设于放置座外壳内的硅胶内壳，硅胶内壳内设有圆槽；支架主体包括支架外壳，支架外壳上端连接放置座，支架外壳内设有绕线器；支架外壳下端连接底座，底座包括底座外壳和底板；所述底座外壳和底板组成安装腔体，安装腔体内设有PCB板，PCB板设有充电电路、USB母座、DC母座。放置座外壳和硅胶内壳设有缺口，硅胶内壳内的圆槽用于放置iWatch智能手表的原装磁感应充电线电线，原装磁感应充电线电线穿过缺口，经绕线器整理，与PCB板上的USB母座连接。所述支架外壳下端与底座外壳相卡接，底座外壳的上表面设有防滑皮垫，底板下面设有防滑硅胶垫。
289,手机支架,CN205105282U,H04M1/12,本实用新型公开了一种手机支架，包括由下至上依次连接的底座、支杆和托架，其中，还包括连在所述支杆上的蓝牙音箱(1)，所述支杆的下段为直杆(2)、上段为可扭曲的扭杆(3)，所述蓝牙音箱连在所述直杆上。相比现有技术，本实用新型结构简单、不但能够支撑手机和平板电脑，还设置了蓝牙音箱，从而可以改善手机和平板电脑的音频质量，使用时，只需通过蓝牙与手机平板对接即可大大提升视频播放音质，有效解决利用手机和平板电脑支架支撑手机或平板电脑观看视频面临的音质不佳问题。且本实用新型的支杆的下段为直杆，更稳固，上段为可扭曲的扭杆，可提供全方位的观看角度，非常实用。
290,基于无线通信模式的三相异步电机降温监控及保护装置,CN105425741A,G05B19/418,本发明公开了一种基于无线通信模式的三相异步电机降温监控及保护装置，包括监控中心计算机、GPRS网络、协调器、无线监控终端节点、传感器组件和报警与执行组件、智能网关、云服务器以及智能手机终端，所述协调器通过所述GPRS网络与所述监控中心计算机和所述无线监控终端节点通信连接，所述传感器组件和所述报警与执行组件分别与所述无线监控终端节点相连接，所述协调器通过所述智能网关和所述云服务器与所述智能手机终端进行远程无线通信。通过上述方式，本发明监控准确率高，及时迅速发现问题，减少人工检查的操作误差，节省人力，提高了工作效率，是对远距离分散的多个同时运行的三相异步电机进行统一管理的最有效技术手段。
291,一种太阳能接线板,CN105245183A,H02S40/34; H02S40/32; H02S40/38,本发明涉及一种接线板，特别涉及一种太阳能接线板。现代户外活动的晚上，只有简单的照明，无法满足手机充电，笔记本充电等其他用电需要。本发明提供了一种太阳能接线板，包括接线板和太阳能电池（2），其特征在于：接线板设置在太阳能电池（2）的侧面，和太阳能电池（2）内的转换装置连接，转换装置和太阳能电池内（2）内的电池板连接。本发明的太阳能电源板，由太阳能转化为电能，同时，将接线板和太阳能电池作为一个整体，携带方变，同时满足了各种用电需求。
292,远程视频监控无线传输装置,CN105245861A,H04N7/18; H04M1/725; G08C17/02; G05B19/418,一种属于生活设备技术领域的远程视频监控无线传输装置，包括无线信号发送接收器、控制器、电源、手机、中央处理器、命令翻译器、控制模块，手机放置在用餐者身上，第一无线信号发送接收器、控制器、电源均于桌面的下端面固结在一起，中央处理器、命令翻译器、第二无线信号发送接收器、控制模块均布置在手机内。在本发明中，用餐桌可以通过自己的手机来控制餐桌上放置菜品的旋转体旋转以及其他辅助功能。本发明结构合理，设计简单，适用于餐桌智能化设计。
293,智能家居监控开锁管理系统及其控制方法,CN105404166A,G05B15/02; G05B19/418,本发明包含视频监控模块、WiFi解锁模块、服务器管理模块三大模块，彼此之间是相互联系的。视频监控模块采用H264编解码技术和RTSP协议，用户手机应用能够实时显示与平板连接的摄像头的视频，和实时获取IPcamera网络摄像头设备的视频，而且还可以截取摄像头视频图片发送到服务器中。WiFi开锁模块利用AllJoyn技术实现内网与外网两种方式开锁，而且还可以发送门锁状态到服务器中。服务器管理模块保存用户手机号、姓名、视频监控模块发送的图片和WiFi解锁模块发送的门锁开关信息。还可以对图片信息进行危险处理，如果图片中有危险信息或者门锁长时间处于开状态就通过短信模块发送信息到用户手机中。
