,IPCNum,content
567,F16F9/02,本发明 公开 了 一种 用于 便携式 设备 的 动力系统 及 实现 方法 用于 便携式 设备 系统 包括 当 用于 便携式 设备 的 动力系统 收到 释放 压缩空气 指令 时 控制 模块 控制 电源模块 供给 电流 至 阀门 模块 带 电热丝 的 易 熔合 金球 电热丝 发热 将易 熔合 金球 熔化 压缩空气 微型 储存 模块 储存 的 压缩空气 经过 阀门 模块 释放出来 本发明 通过 改进 压缩空气 提供 动力系统 使得 适用 于 便携式 设备 利用 压缩空气 提供 瞬间 动力 及 快速 膨胀 体积 使得 可 用于 保护 便携式 设备 防 摔 小型 飞机 模型 等 需要 产生 瞬间 动力 及 快速 膨胀 体积 的 场合
1044,B64F1/10,本 实用新型 涉及 机场 地面 设备 领域 具体地说 是 一种 飞机 牵引车 的 双泵 应急 装置 设有 手动 泵 液压 油箱 应急 执行 装置 单向阀 进 油管 路 和 出 油管 路 进 油管 路 和 出 油管 路上 分别 设有 单向阀 其 特征 在于 手动 泵 包括 大排量 手动 泵 和 小排量 手动 泵 大排量 手动 泵 和 小排量 手动 泵 一端 分别 经进 油管 路 与 液压 油箱 相连 通 另一端 分别 经出 油管 路 与 应急 执行 装置 相连 通 以 使 应急 执行 装置 在 低载 运行 时 速度 快 提高效率 到达 预定 位置 后能 实现 要求 的 工作 压力 本 实用新型 由于 采用 大 小排量 泵 结合 工作 实现 了 应急 装置 低载 工作 迅速 到达 指定 位置 后 又 可 实现 要求 的 工作 压力 具有 快速 省力 建压 较 高 的 特点
1794,F16F15/02,本 实用新型 公开 了 一种 移动式 液压 系统 综合 保障 装置 车体 的 车厢 上除 装配 综合 保障 装置 外 还 装配 有 发电机组 并 将 综合 保障 装置 可 拆装 的 连接 在 车体 上 这样 在 进行 外场 作业 时 在 车体 的 带动 下 整个 移动式 液压 系统 综合 保障 装置 在 转运 到位 后 通过 发电机组 给 综合 保障 装置 供电 实现 在 外场 作业 期间 不 依赖 外部 电源 利用 移动式 液压 系统 综合 保障 装置 自带 的 发电机组 给 综合 保障 装置 供电 减少 了 外场 作业 电源 准备 的 时间 在内 场 作业 时 在 车体 将 综合 保障 装置 运输 到位 后 可 将 综合 保障 装置 从 车体 的 车厢 上 卸下 然后 利用 内场 的 车间 内 电源 为 综合 保障 装置 供电 此时 可 在 车体 不 进入 内场 的 情况 下 利用 综合 保障 装置 的 小 体积 实现 灵活 搬运
1070,B64C25/42,本 实用新型 涉及 一种 飞机 刹车 装置 属于 飞机 制动 领域 包括 汽缸 座 保护 盖 半卡环 压紧 盘 动盘 静盘 承压 盘 刹车 壳体 指示 杆 和 传感器 支座 所述 汽缸 座 上 安装 有 活塞 所述 刹车 壳体 由 壳体 和 支承 杯 组成 所述 汽缸 座 和 刹车 壳体 之间 通过 半卡环 固定 半卡环 外部 设有 保护 盖 压紧 盘 若干 交替 排布 的 动盘 和 静盘 承压 盘 依次 通过 活塞 及 支承 杯 进行 轴向 定位 后 安装 在 壳体 上 传感器 支座 固定 在 壳体 上 所述 指示 杆 安装 于 压紧 盘 上 本 实用新型 是 一种 飞机 刹车 主机 轮 的 重要 组成部分 安装 在 运输机 的 主 起落架 上 实现 刹车 功能 满足 飞机 正常 能量 刹车 超载 着陆 刹车 中止 起飞 刹车 的 使用 要求
1792,B60B29/00,本 实用新型 公开 了 一种 可拆卸 式 大 中型 飞机 机轮 安装 拆卸 车 包括 车 本体 夹持 装置 动力装置 车 本体 包括 机架 垂直 固定 于 机架 的 П 型 支撑 框 位于 机架 下 的 滚轮 П 型 支撑 框由 槽钢 组成 中部 有 一 活动 横梁 活动 横梁 中部 下方 有 一 圆柱 球形 槽 活动 横梁 中部 前端 有 一 阶梯 轴 活动 横梁 两侧 连接 有 两小短 轴 短轴上 安装 滑轮 夹持 装置 包括 由 抓 盘外 支架 和 抓 盘内 支架 组成 的 X 形抓盘 抓盘 外 支架 与 抓 盘内 支架 两端 各有 一 活动 杆 和 一 固定 杆 X 形抓盘 与 横梁 中部 前端 阶梯 轴 轴承 连接 轴承 外侧 为 一堵 盖 动力装置 为 千斤顶 位于 活动 横梁 下方 固定 在 机架 与 横梁 中部 下方 圆柱形 槽 连接 该 安装 拆卸 车 体积小 偏 携带 易 操作 维修 成本低
1401,G08C23/04,本 实用新型 公开 了 一种 救援 信息 监测 装置 装置 包括 信息 采集 装置 和 信息管理 装置 所述 信息 采集 装置 包括 模型飞机 和 安装 于 模型飞机 上 的 WIFI 摄像头 红外 传感器 单片机 和 第一 射频 芯片 所述 红外 传感器 和 射频 芯片 分别 与 单片机 连接 所述 信息管理 装置 包括 相连接 的 上位 计算机 和 第二 射频 芯片 本 实用新型 的 装置 通过 安装 在 模型飞机 上 的 WIFI 摄像头 实时 采集 地面 信息 并 将 视频 图像 发送给 上位 计算机 同时 模型飞机 上 还 安装 有 感知 人体 的 红外 传感器 该 传感器 能够 感知 人体 发出 的 红外线 确定 受灾 人员 的 位置 该 信息 通过 单片机 和 射频 芯片 输送 至上 位 计算机 有效 提高 了 救援 信息 的 传输 效率 且 装置 具有 成本低 实用性 强 操作 简单 的 特点
2081,F16F13/06,本发明 公开 了 一种 采用 橡胶 弹簧 混合 方式 对 飞机 起落架 进行 二级 缓冲 的 方法 具体方法 如下 两个 缓冲 装置 同时 动作 油压 空间 中 充满 油液 在 受 外力 挤压 时 内筒体 相对 于 外筒体 做 压缩 运动 油液 通过 阻尼 体上 的 阻尼 孔 油液 进入 缓压 空间 后 推动 浮动 活塞 压缩 弹簧 此时 弹性 橡胶 柱 对 弹簧 进行 防护 防止 弹簧 被 过度 压缩 在 外力 消失 后 弹簧 推动 浮动 活塞 浮动 活塞 将 缓压 空间 中 的 油液 推回 油压 空间 油压 空间 中 的 油液 推动 内筒体 使 内筒体 相对 于 外筒体 做 伸张 运动 本发明 采用 两个 缓冲 装置 共同 构成 提供 了 更长 的 行程 具体 更好 的 缓冲 效果
21,B64F1/10,本发明 提供 一种 双 发动机 飞机 牵引车 主要 由 两套 发动机 传动系统 组成 根据 飞机 牵引车 的 特殊要求 两台 发动机 分别 驱动 前后 车桥 当 飞机 牵引车 不再 进行 牵引 飞机 时 一台 发动机 工作 进行 牵引 飞机 时 两台 发动机 同时 工作 由于 小 功率 的 发动机 体积 比 大功率 的 发动机 小 所以 整车 高度 容易 降低 同时 发动机 根据 不同 的 工况 分别 运作 可以 有效 地 利用 能源 节省成本
471,G08C17/02,本 实用新型 公开 一种 杆塔 远程 无线 探测器 包括 1 个 接收 天线 和 1 个 无线 信号 探测 模块 接收 天线 与 无线 信号 探测 模块 之间 通过 长度 ＜ 12m 的 引线 连接 接收 天线 从 空中 捕获 载波 信号 后 经 无线 信号 探测 模块 判断 分析 提取 出 正确 的 识别码 送 至上 位机 实现 杆塔 信息 的 采集 和 自动化 管理 目标 本 实用新型 的 探测器 通过 直升飞机 的 机载 方式 或 巡线 作业 人员 携带 方式 远距离 无线 采集 每一 杆塔 的 坐标 位置 和 编号 等 信息 实现 对 杆塔 进行 远距离 无线 识别 确保 人工 巡线 和 直升飞机 巡线 作业 的 快捷 准确 高效 进一步提高 输电 线路 的 安全性 和 可靠性
637,B60N2/44,本发明 的 可 坐 可靠 垫子 分为 一个 座垫 和 一个 靠垫 它们 具有 本质 上 完全相同 的 形式 一个 由 一种 低 弹性 的 纺织 材料 构成 的 套子 4 包含 了 许多 管状 气袋 5 这些 气袋 由 一种 相同 的 材料 构成 并且 在 纵向 上 通过 接缝 6 与 上述 套子 相结合 每个 气袋 5 都 同样 地 通过 接缝 6 与 它 的 相邻 者 相连接 每个 气袋 5 包含 一个 由 一种 弹塑性 材料 构成 并且 包括 一个 阀 8 的 小袋 7 并且 可以 施加 压缩空气 结果 气袋 5 改变 它们 的 形状 从而 使 外套 4 张紧 并且 形成 真正 的 可 坐 或 可靠 的 表面 垫子 结构 的 最优化 形状 可以 依靠 小袋 7 中 不同 的 空气 压力 来 适应 个人 对 舒适性 的 要求
2100,B60C17/04,本发明 涉及 一种 安全 轮 的 技术 领域 它 可以 广泛 地 适于 汽车 轮 摩托车 等 各种 型号 的 车轮 及 飞机 轮上 本发明 是 由 轮胎 及 轮毂 组成 其 特征 在于 轮胎 内 设有 组合式 轮毂 延伸 支架 外侧 轮毂 通过 轮毂 连接件 与 内侧 轮毂 连成 一体 轮胎 内 的 轮毂 延伸 支架 设在 轮毂 连接件 上 本发明 的 优点 是 当 轮胎 在 气压 不足 或 零 气压 情况 下 行驶 在 轮胎 爆列 的 瞬间 可 通过 本发明 起到 支撑 轮胎 的 作用 使 车体 减少 轮毂 于 与 地面 间 的 落差 由于 其 落差 减小 从而 减少 车辆 因 爆胎 侧翻 的 机率 同时 也 可以 使 车辆 行驶 至 安全 地段 或 修理 场 进行 维修 因此 可 减少 车辆 备胎 也 减轻 车辆 总体 重量 本发明 具有 非常广阔 的 市场前景 经济效益 及 社会效益 可观
1335,B64F1/36,本发明 涉及 一种 双 动力 飞机 空调车 属于 航空 地面 设施 领域 包括 汽车底盘 汽车底盘 上 固定 有 发电机组 空调 机组 及 汽车底盘 发动机 其 特征 是 汽车底盘 发动机 和 发电机组 分别 与 空调 机组 连接 汽车底盘 发动机 经 离合器 变速器 取力器 液压泵 液压 马达 分别 与 空调 机组 的 冷凝 风机 和 蒸发 风机 相连接 发电机组 连接 空调 机组 的 压缩机 本发明 由于 采用 汽车底盘 发动机 驱动 液压泵 作为 空调 系统 的 部分 动力源 提高 了 汽车底盘 发动机 的 利用率 减小 了 发电机组 的 功率 要求 节省 安装 空间 利于 风道 的 布置
2271,G08G5/00,一种 ADS － B 管制 工作站 数据处理系统 包括 输入 数据处理 模块 单 地面站 跟踪 模块 多 地面站 跟踪 模块 输入 数据处理 模块 对 输入 的 ADS － B 报文 进行 预处理 同时 对 错误 报文 发出 相应 的 告警信息 单 地面站 跟踪 模块 对 各个 单站 ADS － B 报文 对 其中 的 状态 报文 数据 模式 报文 数据 勤务 报文 分别 进行 处理 通过 航迹 起始 建立 起 各个 单站 ADS － B 航迹 并 通过 航迹 更新 与 终止 维护 各单 站 ADS － B 航迹 链表 多 地面站 跟踪 模块 用于 根据 目标 的 各个 已 建立 的 单站 ADS － B 航迹 跟踪 多个 ADS － B 地面站 进行 系统 容量 的 过载 保护 通过 航迹 起始 建立 各 目标 的 多 站 ADS － B 系统 航迹 并 通过 航迹 更新 与 航迹 终止 维护 多站 ADS － B 系统 航迹 链表 本发明 能够 针对 ADS － B 处理 同时 处理 复杂程度 降低
2285,F16M11/12,本 实用新型 公开 了 一种 三 自由度 惯性 稳定 航拍 云台 其 包括 稳定 装置 传动装置 以及 摄像 装置 三个 部分 主要 原理 是 采用 了 大 惯性 的 机械 稳定 陀螺 实现 拍摄 的 稳定 云台 支架 上 连接 水平 旋转 架 水平 旋转 架上 连接 机械 陀螺 构成 稳定 装置 稳定 装置 通过 传动装置 与 摄像 装置 相连 能够 实现 陀螺 与 相机 垂直 方向 的 同步 运动 依靠 陀螺 的 稳定性 实现 相机 的 稳定 拍摄 本 实用新型 能够 消除 由于 飞机 高频 和 低频 震动 对 航拍 图像 造成 的 影响 以及 由于 机体 本身 倾斜 造成 的 画面 倾斜 的 问题 能够 拍摄 出 非常 清晰 稳定 的 图像 不 需要 经过 任何 消抖 处理 在 线路 检测 定点 监测 航拍 等 应用 中 取得 了 良好 的 效果 本 实用新型 设计 新颖 稳定性 强 能够 满足 大部分 高质量 航拍 要求
123,B60B11/10,本发明 提供 了 一种 安全 型 有 轮 的 运输工具 及其 制造 方法 一种 安全 型 有 轮 的 运输工具 包括 能源 驱动 装置 及其 驱动力 传递 装置 转向 装置 额定 的 前轮 2 和 后轮 3 以及 由前 后轮 承载 的 框架 其 特征 在于 在 额定 的 轮 的 支撑 区域 内 设有 至少 一个 急救 轮 1 在 本发明 中 由于 急救 轮 设置 在 额定 轮 的 相邻 的 部位 所以 一旦 额定 轮 发生 爆胎 或 飞机 的 额定 的 起落架 放不下 时 急救 轮 可 立即 顶替 相邻 部位 的 额定 轮 进行 工作 从而 避免 交通事故 由于 设置 了 急救 轮 充气 轮 爆胎 的 危害性 基本 消除 所以 旧 的 前 轮胎 可延长 服役期 当 急救 轮 与 额定 充气 轮 同等 规格 时 急救 轮 可 用作 备用 轮
215,F16L33/24,本 实用新型 公开 了 一种 飞机 用 液压 转动 接头 包括 第一 轴 套管 嘴 和 第二 轴 套管 嘴 所述 第一 轴 套管 嘴 和 第二 轴 套管 嘴 通过 一对 螺栓 连接 固定 且 两者 的 内腔 相 贯通 所述 第一 轴 套管 嘴 的 前端 从 空腔 内 伸出 活动 连接 的 第一 接头 所述 第二 轴 套管 嘴 的 前端 从 空腔 内 伸出 活动 连接 第二 接头 所述 第一 接头 和 第二 接头 通过 螺纹 连接 液压 软管 本 实用新型 减少 了 液压 软管 在 运动 中 的 弯曲 强度 增加 了 液压 软管 的 使用寿命
753,G08C17/00,本发明 涉及 多功能 发热 系统 及其 应用 属于 非 接触 供电 及 或 输电 应用 或非 接触 供电 及 容器 发热 技术 领域 目前 发热 系统 使用 普遍 如 发热 垫 衣服 保温 其他 发热 如 一种 一次性 医用 非 接触 流体 加热 装置 但 以上 发热 系统 都 没有 对 餐具 密封 容器 的 发热 在 非 接触 供电 输电 应用 方面 目前 许多 用电 设备 及 设施 没有 同时 安装 非 接触 供电 及 非 接触 输电 设备 为 解决 现有 非 接触 供电 及 或 输电 功能 少及 餐具 密封 容器 的 加热 的 问题 本发明 结合 一种 以上 非 接触 供电 及 或非 接触 输 电器 及 餐具 密封 容器 安装 非 接触 发热 装置 及 控制系统 本发明 具有 扩大 非 接触 供电 输电 应用 彼此 供电 及 或 输电 内部 直接 供电 输电 餐具 杀菌 用电 安全 的 优点
1842,B60C5/22,本发明 涉及 一种 机动车 轮胎 飞机 轮胎 及 人力车 轮胎 的 结构 构成 属于 轮胎 制造 领域 它 包括 轮毂 及 外胎 外胎 内 的 内胎 由 2 条 或 2 条 以上 的 子胎 构成 子胎 内 充满 气体 不设 气门 且子 胎 呈 环状 或 呈 盘 形状 或 呈 盘管 隔离 式 或 呈 扇形 或 呈 弯管 夹 楔形 子胎 为 环状 时 其 轮毂 和子 胎间 设有 备用 内胎 且 备用 内胎 设有 气门 子胎 为 盘管 时 其 轮毂 上套 有 备用 内胎 且 备用 内胎 设有 气门 子胎 为 扇形 时 其 轮毂 和子 胎间 设有 扇形 备用 内胎 且 备用 内胎 设有 气门 若干个 扇形 备用 胎 相互 连通 子胎 为 弯管 夹 楔形 时 楔形 气块 用于 弥补 弯管 所 产生 楔形 空间 其 轮毂 上 装有 备用 内胎 且 设有 气门 子胎 为 盘 形状 时 其 备用 胎 附着 在 盘 形子胎 侧部
1357,B64D11/06,本发明 涉及 一种 用于 交通工具 尤其 是 飞机 的 具有 集成 在 座椅 1 的 表面 3 的 视频 播放 装置 5 的 座椅 1 牢固地 连接 至 所述 的 座椅 1 的 底座 7 设置 在 所述 的 座椅 1 的 表面 3 内 所述 的 视频 播放 装置 5 通过 适于 所述 的 视频 播放 装置 5 以及 所述 的 底座 7 的 保持 器 的 方式 可 释放 地 连接 至 所述 的 底座 3
1168,B64F5/00,一种 用于 拼接 大型 机翼 壁板 的 定位 夹具 及 定位 方法 定位 夹具 包括 一个 翼根 壁板 立柱 一个 翼梢 壁板 立柱 多个 机翼 壁板 立柱 多块 卡板 多个 电磁 压紧 机构 和 支撑 滚轮 组件 翼根 壁板 立柱 多个 机翼 壁板 立柱 和 翼梢 壁板 立柱 按 高度 依次 排列 并 固定 在 基座 上 各 立柱 上均 固定 有卡板 并且 各 立柱 上卡板 的 数量 与 立柱 上 固定 的 机翼 壁板 的 数量 相同 各卡板 上 的 卡槽 与 所 固定 的 壁板 上 的 筋条 一一对应 相邻 的 两个 卡板 之间 有 用于 安放 对接 长 桁 的 间距 所述 卡板 的 一侧 表面 为 与 机翼 壁板 的 内型面 相同 的 型面 本发明 采取 支撑 夹持 筋条 的 方式 实现 了 对 大型 整体 壁板 单独 支撑 分散 承重 使 各块 壁板 能够 独立 运动 解决 了 飞机 机翼 壁板 拼接 中 存在 的 定位问题 提高 了 机翼 壁板 拼接 的 制造 精度
554,F16D69/00,一种 狭缝 定向 流 制备 飞机 炭 刹车盘 的 方法 其 特点 在于 将 飞机 炭 刹车盘 预制 体 装入 炉中 各 预制 体间 垫入 等 厚 的 石墨 垫片 构成 了 碳源 气体 狭缝 定向 流动 的 通路 碳源 气体 的 流量 按装炉 预制 体总 质量 进行 调整 控制 炭盘 预制 体 外侧 低温 面 的 温度 并 按 炉次 呈 台阶式 升高 一次 可装炭 盘 35 ～ 45 片 本发明 有效 地 提高 了 碳源 气体 的 利用率 且 气体 定向 流路 畅通 无 气体 滞留 处 防止 了 有害物质 炭黑 的 形成 按 预制 体总 质量 调整 进气 流量 大大 节省 了 碳源 气体 的 耗量 降低 了 成本
925,B60N2/20,本 实用新型 为 一椅 用 钢球 锁紧 装置 它 由 固定 孔 板 1 摇臂 孔板 2 手柄 板 3 销轴 4 钢球 5 复位 弹簧 6 7 等 零部件 组成 具有 结构 简单 受力 分散 开锁 力小 无噪音 锁紧 可靠 易 制作 成本低 美观大方 适用范围 广 的 特点 特别 适用 于 汽车 飞机 等 交通工具 驾驶员 和 乘客 座椅 椅靠 角度 和 座椅 高低 的 调节 锁紧
1333,G08B21/14,一种 用于 交通工具 尤其 是 飞机 机舱 内 的 空气质量 检测 和 报警装置 包括 机载 电源 气体 传感器 微处理器 蜂鸣 报警器 和 通信 模块 其中 机载 电源 为 气体 传感器 微处理器 蜂鸣 报警器 和 通信 模块 提供 电能 还 包括 液晶显示 装置 本发明 也 涉及 一种 利用 空气质量 检测 和 报警装置 进行 检测 和 报警 的 方法 利用 本发明 的 气体 检测 报警装置 和 方法 能够 有效 的 检测 交通工具 乘客 乘坐 空间 内 的 空气质量 增加 乘客 乘坐 的 舒适度 降低 交通工具 密闭 空间 对 乘客 健康 造成 伤害 的 风险
81,G08G5/06,本发明 是 一种 节能 减排 机场 包括 A 段微 斜坡 停机坪 B 段 斜坡 动力 驱动 滚轮 C 段 水平 动力 驱动 滚轮 这 A B C 三段 的 动力 驱动 滚轮 基座 是 机场 的 多层建筑 大楼 是 固定 基座 而 D 段 是 以 枢轴 Da 为 枢轴 的 摇臂 Db 升降 动力 驱动 滚轮 座 所有 动力 驱动 滚轮 E1 E2 E3 E4 都 装有 受压 传感器 及时 反馈 给 机场 计算机 再 指令 给 各 E1 E2 E3 E4 适时 通电 或 断电 驱动 加速 数码 变频 变速 滚轮 推进 飞机 加速度 运动 和 控制 摇臂 Db 抬升 飞机 走捷径 登高 本 方案 优点 以 地面 的 清洁 能源 结合 储能 设备 取代 飞机 起飞时 的 大功率 能耗 集中 排放 的 现有 技术 并 提高 机场 的 起飞 通过 效率 和 减少 占地面积
2051,B60R99/00,本发明 提供 了 一种 减少 雾 霾 的 方法 及 移动式 交通工具 在 移动式 交通工具 中 在 其 外壳 罩体 的 外表 面上 设置 有 预定 面积 的 雾 霾 吸附 材料 涂层 和 或 在 其 上 朝向 前进方向 的 位置 设置 有 进气 通道 进气 通道 中 设置 有雾 霾 吸附 材料 涂层 本发明 颠覆 了 本 领域 技术人员 的 观念 在 移动式 交通工具 的 外壳 罩体 的 外表 面上 或者 进气 通道 中 设置 雾 霾 吸附 材料 涂层 这样 无论 是否 处于 刮风 状态 移动式 交通工具 在 使用 时能 在 各 地理位置 充分 吸附 雾 霾 颗粒 当 吸附 量 达到 一定 程度 后 可 对 涂层 表面 进行 冲洗 这样 既 不 影响 移动式 交通工具 的 尺寸 及 行驶 安全 也 不会 显著 增加 经济 成本 并 极易 维护 而且 极易 在 各种 移动式 交通工具 上 广泛 使用 从而 能 有效 提高 雾 霾 事后 治理 的 效果
2048,B64D43/00,一种 表面 装饰 材料 其 特征 在于 包括 TPU 薄膜 发泡 聚丙烯 TPU 薄膜 通过 胶 黏剂 贴合 固定 在 发泡 聚丙烯 上 本发明 与 已有 技术 相比 具有 性能 优异 的 适用 于 汽车 飞机 仪表盘 表面 装饰 的 优点
2255,G08G5/00,公开 了 一种 符合 DOD 雷达 数据处理 要求 的 二进制 数据格式 转换方法 其 特征 在于 包括 以下 步骤 1 读取 二进制 的 DOD 雷达 报文 数据 2 根据 DOD 雷达 报文 的 标示 类型 匹配 对应 的 报文 处理 模块 算法 3 解析 对应 的 雷达 报文格式 中 的 对应 数据项 4 根据 相关 标准 将 步骤 3 中 的 对应 数据项 转换成 明码 数据 值项 该 方法 解决 了 数据系统 转化 和 信息 存储 与 整合 为民 航空 管 提供 基于 性能 分析 的 基础 数据源
628,F16D3/78,本发明 公开 了 一种 超轻型 直升飞机 柔性 联轴器 涉及 直升机 联轴器 领域 解决 了 现有 联轴器 缓冲 减振 的 效果 不 理想 的 问题 本发明 包括 联轴器 主体 左 联轴器 法兰 和 右 联轴器 法兰 所述 联轴器 主体 为 橡胶 材质 的 正 六边形 环状 体 所述 联轴器 主体 的 六个 角 正面 均 设置 有 直径 相等 的 通孔 所述 左 联轴器 法兰 和 右 联轴器 法兰 均 包括 连接 板 和 法兰 轴 连接 板 由 三块 沿 法兰 轴成 圆周 均布 的 相同 支板 构成 每块 支板 的 边缘 都 设置 有 用于 与 联轴器 主体 的 通孔 配合 的 连接 孔 左 联轴器 法兰 和 右 联轴器 法兰 各自 的 三个 连接 孔 与 联轴器 主体 上 的 六个 通孔 交错 连接 这种 柔性 联轴器 的 设计 结构 简单 缓冲 减振 效果 好 能 补偿 位移 工作 自动 中 协调 机械加工 的 精度 要求 降低
82,F16C3/02,本 实用新型 涉及 一种 飞机 轮胎 平衡 夹具 用 平衡 轮毂 芯轴 包括 一个 两头 比 中间 细 的 芯 轴 本体 芯轴 本体 包括 两侧 头端 和 中部 芯轴 所述 芯轴 本体 两侧 头端 长度 为 151cm 所述 头端 也 包括 前段 中段 以及 后 段 所述 前段 的 直径 为 26cm 长度 为 50cm 所述 中段 直径 为 30cm 长度 为 23cm 所述 后 段 直径 为 32cm 长度 为 78cm 后段 的 顶端 1cm 设计 成 一个 角度 为 45 度 的 坡面 后段 的 侧面 中间 位置 开一长 为 65cm 宽为 10cm 深度 为 5cm 的 腰型 凹槽 且 腰型 凹槽 两端 圆弧 的 弧度 为 3 2cm 本 实用新型 的 优点 在于 本 实用新型 装置 采用 整体式 芯轴 并且 用 45 钢制成 因此 芯轴 的 强度 得到 很大 的 提升 然后 各 部分 的 尺寸 角度 直径 都 是 经过 实验 而 得出 的 最佳 数据 所以 此芯轴 的 稳定性 得到 了 极大 的 提升
408,B60N2/46,本 实用新型 公开 了 一种 飞机 公务舱 座椅 的 扶手 支撑架 由 支架 和 连接 杆 连接 构成 所述 连接 杆为 弯折 型 横杆 采用 V 字形 结构 设置 在 两 支架 中间 所述 的 支架 采用 圆弧形 结构 设置 在 上下 两外 层面 所述 各 支架 与 连接 杆 的 连接处 采用 螺栓 固定 通过 上述 方式 不仅 使 乘客 的 手臂 能够 很 舒适 的 放于 扶手 支撑架 上 而且 整体 牢固 性 平稳性 都 能 得到 很 大幅度 的 提升
1646,F16L27/00,本发明 属于 航空 技术 领域 涉及 一种 用于 风道 管 的 连接结构 特别 涉及 一种 飞机 上 两端 为 刚性 连接 中间 为 柔性 连接 的 风道 管 连接结构 一种 飞机 上风 道管 的 连接结构 其 特征 是 包括 搭铁 垫片 1 环形 卡箍 2 横截面 为 环形 的 柔性 耐热 胶管 3 左 金属 导管 4 右 金属 导管 5 本发明 金属 导管 与 横截面 为 环形 的 柔性 耐热 胶管 连接 金属 导管 之间 留有 补偿 间隙 安装 方便 易 调节 管路 同轴 度 并 能够 对 金属 起到 减震 补偿 作用
694,B60N2/48,一种 安全 椅 主要 是 为 驾乘 汽车 火车 轮船 飞机 飞船 人员 提供 一种 事前 防犯 最大 限度 的 将 灾难 杜绝 在 萌芽 状态 之中 它 由 靠椅 总成 翻转 部件 颈叉 部件 组成 使用 时 将 靠椅 上 的 护 头枕 调整 到 与 人 的 头部 相 适宜 的 高度 翻转 颈叉到 适宜 角度 将 头部 放入 颈叉内 并 套 上 皮带 套 头部 在 根据 人体 胸部 厚薄 滑动 到 舒适 位置 此时 颈叉 处在 万向 角度 当 驾驶员 疲倦 来 临时 只 需 将 头部 向 后 平移 头部 自然 托起 被压迫 的 颈部 经络 血脉 顿时 被 打通 疲劳 立即 消除 既 不 影响 行驶 速度 又 能 达到 安全 越险 不 使用 时 可 将 颈 叉 向上 翻转 还原成 普通 靠椅 模样
2180,B60N2/68,本 实用新型 公开 了 一种 带 橱柜 的 坐椅 背靠 是 在 坐椅 背靠 的 背面 设置 嵌入式 橱柜 橱柜 通过 支架 与 背靠 连接 橱柜 的 正面 与 背靠 的 背面 在 同一 面上 它 为 每个 旅客 提供 了 单独 使用 的 放置 旅行 常用 物品 和 垃圾 的 设施 极大 地方 便 了 旅客 的 旅行 生活 也 为 改善 交通工具 内 的 清洁卫生 和 交通线 沿线 的 环境 状况 提供 了 设施 保证 特别 适合 中 长途运输 旅客 的 交通工具 上 使用 如中 长途汽车 飞机 单面 座 的 火车车厢 轮船 仓位 等
2141,B60N2/58,一种 汽车座椅 套 坐垫 的 上端 部 与 靠背 垫 的 下端 部 固定 连结 靠背 垫 的 上端 部与头 枕垫 固定 连结 且 与 座位 靠背 和 头枕 相吻合 坐垫 的 上端 部 固定设置 防脱 固定 件 在 头 枕垫 的 两端 部 相对 固定设置 若干个 带有 连结 带 的 带 扣 本 实用新型 可 采用 各种 材料 制作 采用 不同 的 材料 制作 则 会 产生 不同 的 效果 适用 于 各种 不同 车型 制作 简单 安装 方便 并 能 保证 汽车 安全 设施 能 正常 使用 尤其 是 安全气囊 在 需要 使用 时能 及时 打开 起到 安全 保护 的 作用 还 可 广泛 的 适用 于 汽车 火车 飞机 游轮 的 座椅
1461,B64F1/10,本 实用新型 公开 了 一种 飞机 牵引车 专用 双向 缓冲 装置 包括 牵引 杆架 推力 板 安装 固定 板 间隔 板 缓冲 模块 缓冲 模块 固定 板及 防护罩 所述 牵引 杆架 两端 焊接 推力 板 所述 牵引 杆架 中间 焊接 安装 固定 板 所述 推力 板 与 所述 安装 固定 板 之间 设有 若干 缓冲 模块 所述 缓冲 模块 两端 设有 缓冲 模块 固定 板 所述 缓冲 模块 之间 设有 间隔 板 所述 防护罩 设置 于 推力 板 的 外缘 在 本 实用新型 中 由于 采用 缓冲 模块 组合 设计 因此 随着 牵引力 的 大小 任意 组合 增减 橡胶 缓冲 模块 即可 实现 牵引力 大小 的 变化 各种 型号 的 牵引车 都 可 使用 通用性 特别 强
397,B60N2/24,主要 涉及 装在 陆上运输 工具 水上 运输工具 及 飞机 上 的 乘客 座椅 它 有 带柱 座 的 支承 架 在 该 柱座 上 至少 可 固定 一个 构成 箱式 梁 1 的 横 撑杆 该 横 撑杆 装有 与其 整体 连接 的 固定 板 2 3 至少 箱式 梁 1 上 的 箱子 4 5 由 腹板 6 7 划分 开 该 腹板 从 在 箱式 梁 的 安装 位置 中 水平 延伸 的 箱子 4 5 的 侧板 8 9 延伸 到 与其 相对 的 箱子 的 侧板 10 11 至少 由该 腹板 连接 的 侧板 之一 加厚 至 腹板 上
